location_id,timestamp,precipitation_rate_mm_hr,pore_pressure_kpa,subsurface_displacement_mm,ground_acceleration_g,realtime_water_table_m,cumulative_precip_72hr,cumulative_precip_168hr,ucs_mpa,seismic_zone,pga_g,initial_water_table_m,rockfall_event,3d_surface_coord_x,3d_surface_coord_y,3d_surface_coord_z
Zone_A,2025-06-26 16:37:12.259652,8.8567,2279.9671,200.7919,0.0008,232.4125,600.0425,1271.2385,90.4,IV,0.49,25.0,0,240.9503,230.9107,261.0295
Zone_C,2025-06-11 06:37:12.259652,20.3859,1975.8277,100.9343,0.0049,201.4096,623.7574,1484.0634,123.0,II,0.19,15.8,0,121.1212,116.0745,131.2146
Zone_C,2025-07-26 06:37:12.259652,3.0746,2390.1946,415.8538,0.0004,243.6488,599.483,1342.6548,123.0,II,0.19,15.8,0,499.0245,478.2318,540.6099
Zone_A,2025-05-05 08:37:12.259652,2.4234,433.5838,28.9942,0.0134,44.1981,112.4434,279.1386,90.4,IV,0.49,25.0,0,34.793,33.3433,37.6924
Zone_B,2025-08-27 22:37:12.259652,6.5604,2517.1848,666.1561,0.0001,256.5938,592.0397,1452.6103,97.1,IV,0.48,21.4,0,799.3874,766.0796,866.003
Zone_D,2025-05-22 18:37:12.259652,0.553,423.4952,51.7676,0.0018,43.1697,98.0453,250.4126,158.4,II,0.22,18.0,0,62.1211,59.5327,67.2978
Zone_D,2025-04-28 10:37:12.259652,1.9123,421.6777,20.1728,0.0171,42.9845,107.9827,258.4497,158.4,II,0.22,18.0,0,24.2073,23.1987,26.2246
Zone_B,2025-04-22 12:37:12.259652,0.0,381.4013,13.4768,0.0006,38.8788,108.2131,233.4577,97.1,IV,0.48,21.4,0,16.1722,15.4984,17.5199
Zone_A,2025-06-04 16:37:12.259652,5.4447,1105.3528,70.9391,0.0066,112.6761,561.7668,815.926,90.4,IV,0.49,25.0,0,85.1269,81.5799,92.2208
Zone_A,2025-08-30 17:37:12.259652,2.6709,2413.9155,671.1846,0.0008,246.0668,580.6163,1331.5448,90.4,IV,0.49,25.0,0,805.4215,771.8623,872.54
Zone_A,2025-09-08 23:37:12.259652,2.5373,2391.3812,739.1428,0.001,243.7697,555.1242,1356.9351,90.4,IV,0.49,25.0,0,886.9714,850.0142,960.8856
Zone_B,2025-04-23 05:37:12.259652,0.0563,390.422,14.3053,0.0001,39.7984,106.606,237.9082,97.1,IV,0.48,21.4,0,17.1663,16.4511,18.5968
Zone_D,2025-09-03 11:37:12.259652,6.0704,2302.2526,708.6053,0.007,234.6843,561.7788,1232.5228,158.4,II,0.22,18.0,0,850.3264,814.8961,921.1869
Zone_D,2025-04-21 20:37:12.259652,1.8072,354.0892,12.4482,0.0033,36.0947,83.473,214.5056,158.4,II,0.22,18.0,0,14.9378,14.3154,16.1826
Zone_A,2025-04-26 20:37:12.259652,0.0,366.2652,18.6664,0.0001,37.3359,94.5816,210.9506,90.4,IV,0.49,25.0,0,22.3996,21.4663,24.2663
Zone_D,2025-04-21 11:37:12.259652,0.0,353.9364,12.0421,0.0048,36.0791,83.1884,218.1187,158.4,II,0.22,18.0,0,14.4505,13.8484,15.6547
Zone_C,2025-07-05 03:37:12.259652,8.9961,2440.6679,263.7063,0.0034,248.7939,572.9734,1408.0254,123.0,II,0.19,15.8,0,316.4475,303.2622,342.8181
Zone_C,2025-09-07 23:37:12.259652,7.4115,2376.4813,738.8397,0.0164,242.2509,549.8557,1286.5049,123.0,II,0.19,15.8,0,886.6076,849.6656,960.4915
Zone_A,2025-08-09 17:37:12.259652,4.2849,2336.6104,520.7272,0.0008,238.1866,507.1052,1298.943,90.4,IV,0.49,25.0,0,624.8726,598.8363,676.9453
Zone_D,2025-07-01 09:37:12.259652,2.836,2419.8455,239.2403,0.0007,246.6713,627.7039,1363.7604,158.4,II,0.22,18.0,0,287.0883,275.1263,311.0124
Zone_C,2025-05-08 05:37:12.259652,2.3528,350.9999,29.9685,0.0216,35.7798,79.9973,195.0683,123.0,II,0.19,15.8,0,35.9622,34.4638,38.959
Zone_A,2025-06-17 07:37:12.259652,6.8697,2148.7275,137.9655,0.0009,219.0344,527.2393,1368.5587,90.4,IV,0.49,25.0,0,165.5586,158.6603,179.3551
Zone_D,2025-06-29 05:37:12.259652,8.9282,2376.8622,223.4729,0.027,242.2897,546.6987,1365.9149,158.4,II,0.22,18.0,0,268.1675,256.9939,290.5148
Zone_B,2025-04-25 14:37:12.259652,0.0,407.3412,17.173,0.0011,41.5231,109.1438,261.0543,97.1,IV,0.48,21.4,0,20.6077,19.749,22.325
Zone_C,2025-07-14 16:37:12.259652,6.0447,2367.2834,333.2283,0.0005,241.3133,541.9922,1308.2884,123.0,II,0.19,15.8,0,399.874,383.2126,433.1968
Zone_A,2025-09-13 01:37:12.259652,6.8184,2486.3958,769.2263,0.0008,253.4552,613.0269,1406.6589,90.4,IV,0.49,25.0,0,923.0715,884.6102,999.9941
Zone_D,2025-05-19 04:37:12.259652,4.3804,430.4756,47.166,0.0024,43.8813,123.0641,240.7354,158.4,II,0.22,18.0,0,56.5992,54.2409,61.3158
Zone_A,2025-07-30 21:37:12.259652,6.2305,2419.7851,450.1159,0.0008,246.6651,561.8926,1330.7806,90.4,IV,0.49,25.0,0,540.1391,517.6333,585.1507
Zone_D,2025-08-26 23:37:12.259652,3.7386,2415.1225,656.478,0.0001,246.1899,550.0479,1334.9248,158.4,II,0.22,18.0,0,787.7736,754.9497,853.4214
Zone_C,2025-08-02 11:37:12.259652,10.1928,2438.8182,468.0415,0.0001,248.6053,612.6887,1390.8666,123.0,II,0.19,15.8,0,561.6498,538.2477,608.454
Zone_B,2025-07-10 16:37:12.259652,2.5279,2385.3523,309.7494,0.0062,243.1552,523.9308,1333.8994,97.1,IV,0.48,21.4,0,371.6993,356.2119,402.6743
Zone_A,2025-08-14 06:37:12.259652,10.1664,2355.2208,552.6722,0.0094,240.0837,570.9684,1283.0474,90.4,IV,0.49,25.0,0,663.2066,635.573,718.4738
Zone_B,2025-08-08 06:37:12.259652,0.9579,2453.2959,518.5856,0.0045,250.0811,600.3657,1410.4348,97.1,IV,0.48,21.4,0,622.3027,596.3735,674.1613
Zone_B,2025-09-02 17:37:12.259652,4.2293,2481.6182,709.5697,0.0128,252.9682,574.1538,1351.0239,97.1,IV,0.48,21.4,0,851.4837,816.0052,922.4406
Zone_C,2025-08-25 22:37:12.259652,7.519,2493.4145,642.4053,0.0064,254.1707,550.7184,1426.5574,123.0,II,0.19,15.8,0,770.8864,738.7661,835.1269
Zone_C,2025-07-31 21:37:12.259652,9.4321,2425.9271,456.4341,0.0237,247.2912,598.3596,1369.8857,123.0,II,0.19,15.8,0,547.7209,524.8992,593.3643
Zone_C,2025-09-24 22:37:12.259652,9.7229,2426.4267,862.5707,0.0153,247.3422,584.7222,1369.6055,123.0,II,0.19,15.8,0,1035.0848,991.9563,1121.3419
Zone_B,2025-05-29 22:37:12.259652,0.1973,425.9987,60.6517,0.0008,43.4249,93.4277,245.6366,97.1,IV,0.48,21.4,0,72.782,69.7494,78.8472
Zone_C,2025-04-20 01:37:12.259652,0.0,341.3783,9.6431,0.0025,34.799,86.7407,220.2855,123.0,II,0.19,15.8,0,11.5717,11.0895,12.536
Zone_B,2025-04-19 15:37:12.259652,3.0866,359.9663,10.2346,0.0037,36.6938,98.1256,213.8663,97.1,IV,0.48,21.4,0,12.2815,11.7698,13.305
Zone_C,2025-07-30 09:37:12.259652,0.0,2381.6776,445.6267,0.0063,242.7806,533.1522,1351.8497,123.0,II,0.19,15.8,0,534.7521,512.4708,579.3148
Zone_D,2025-06-14 13:37:12.259652,10.0916,1995.6243,122.4485,0.0,203.4276,575.4707,1308.2763,158.4,II,0.22,18.0,0,146.9382,140.8158,159.183
Zone_D,2025-06-18 16:37:12.259652,21.5444,2332.1333,149.0384,0.013,237.7302,714.4972,1485.2207,158.4,II,0.22,18.0,0,178.8461,171.3942,193.75
Zone_A,2025-07-24 18:37:12.259652,10.9406,2483.5229,404.7651,0.0017,253.1624,611.9864,1355.2799,90.4,IV,0.49,25.0,0,485.7181,465.4799,526.1946
Zone_D,2025-08-03 04:37:12.259652,5.3343,2441.4932,481.0632,0.0001,248.878,579.6983,1390.7899,158.4,II,0.22,18.0,0,577.2759,553.2227,625.3822
Zone_A,2025-08-05 00:37:12.259652,1.5567,2359.2813,487.0843,0.0219,240.4976,554.5551,1273.3774,90.4,IV,0.49,25.0,0,584.5012,560.1469,633.2096
Zone_A,2025-05-04 07:37:12.259652,4.5671,429.5866,27.626,0.0014,43.7907,108.7567,259.7635,90.4,IV,0.49,25.0,0,33.1512,31.7699,35.9138
Zone_D,2025-05-02 12:37:12.259652,0.0,468.8735,25.7123,0.0026,47.7955,130.6971,281.8775,158.4,II,0.22,18.0,0,30.8548,29.5691,33.426
Zone_C,2025-04-23 16:37:12.259652,1.0015,369.9042,13.6092,0.0015,37.7069,101.3407,229.1081,123.0,II,0.19,15.8,0,16.3311,15.6506,17.692
Zone_B,2025-09-11 07:37:12.259652,3.0138,2419.1965,773.8283,0.0014,246.6051,543.7355,1326.9388,97.1,IV,0.48,21.4,0,928.5939,889.9025,1005.9767
Zone_A,2025-06-28 18:37:12.259652,4.96,2274.6131,215.1169,0.0007,231.8668,567.3306,1291.658,90.4,IV,0.49,25.0,0,258.1403,247.3844,279.652
Zone_C,2025-09-04 01:37:12.259652,3.3569,2428.5317,710.2882,0.0269,247.5567,544.4673,1367.4551,123.0,II,0.19,15.8,0,852.3458,816.8314,923.3746
Zone_D,2025-05-09 11:37:12.259652,0.0,422.1378,35.0244,0.0013,43.0314,100.4195,213.9408,158.4,II,0.22,18.0,0,42.0293,40.2781,45.5318
Zone_C,2025-06-15 03:37:12.259652,4.2912,2131.9845,124.7156,0.0016,217.3277,592.3873,1383.3392,123.0,II,0.19,15.8,0,149.6587,143.4229,162.1302
Zone_C,2025-09-30 11:37:12.259652,10.885,2421.8622,902.8965,0.0057,246.8769,574.4917,1330.5183,123.0,II,0.19,15.8,0,1083.4758,1038.331,1173.7654
Zone_D,2025-06-23 03:37:12.259652,1.1747,2333.436,180.0128,0.0107,237.863,590.5496,1435.5794,158.4,II,0.22,18.0,0,216.0154,207.0147,234.0167
Zone_B,2025-09-12 07:37:12.259652,7.8494,2383.6143,781.0001,0.002,242.978,524.3051,1298.1918,97.1,IV,0.48,21.4,0,937.2001,898.1501,1015.3001
Zone_B,2025-07-03 22:37:12.259652,0.8275,2481.0623,259.5296,0.0083,252.9116,622.3398,1423.5223,97.1,IV,0.48,21.4,0,311.4355,298.459,337.3885
Zone_C,2025-06-19 21:37:12.259652,0.4963,2242.714,156.1768,0.0206,228.6151,585.9657,1356.2662,123.0,II,0.19,15.8,0,187.4121,179.6033,203.0298
Zone_A,2025-05-31 23:37:12.259652,0.0,394.6601,61.9364,0.0,40.2304,96.5928,212.3891,90.4,IV,0.49,25.0,0,74.3237,71.2269,80.5174
Zone_D,2025-08-11 13:37:12.259652,12.7861,2446.3063,542.7217,0.0002,249.3686,581.0604,1386.3868,158.4,II,0.22,18.0,0,651.266,624.13,705.5382
Zone_B,2025-06-12 14:37:12.259652,7.8697,2055.7253,111.9198,0.0084,209.5541,630.4693,1491.252,97.1,IV,0.48,21.4,0,134.3037,128.7077,145.4957
Zone_C,2025-04-29 21:37:12.259652,1.8553,385.5251,20.5523,0.0001,39.2992,106.8085,216.0917,123.0,II,0.19,15.8,0,24.6628,23.6352,26.718
Zone_D,2025-09-13 03:37:12.259652,2.3726,2300.6524,775.3035,0.0001,234.5211,559.2607,1294.9297,158.4,II,0.22,18.0,0,930.3642,891.5991,1007.8946
Zone_B,2025-04-23 19:37:12.259652,1.5806,394.9632,15.0119,0.0024,40.2613,105.557,242.9376,97.1,IV,0.48,21.4,0,18.0143,17.2637,19.5155
Zone_D,2025-09-09 17:37:12.259652,13.0719,2278.5446,751.8542,0.0002,232.2675,544.8371,1266.7989,158.4,II,0.22,18.0,0,902.225,864.6323,977.4104
Zone_A,2025-04-30 10:37:12.259652,0.0,391.83,22.738,0.0,39.9419,106.0303,226.7176,90.4,IV,0.49,25.0,0,27.2856,26.1487,29.5593
Zone_B,2025-07-17 00:37:12.259652,0.0,2433.2156,356.3008,0.0004,248.0342,586.497,1379.0134,97.1,IV,0.48,21.4,0,427.5609,409.7459,463.191
Zone_B,2025-08-24 02:37:12.259652,0.9429,2483.5537,636.922,0.0001,253.1655,608.9395,1367.1489,97.1,IV,0.48,21.4,0,764.3064,732.4603,827.9986
Zone_D,2025-06-27 03:37:12.259652,0.0,2379.631,208.7211,0.0069,242.572,584.2234,1384.6314,158.4,II,0.22,18.0,0,250.4654,240.0293,271.3375
Zone_D,2025-09-15 04:37:12.259652,9.9419,2300.9144,789.3871,0.0069,234.5479,565.34,1279.5579,158.4,II,0.22,18.0,0,947.2645,907.7951,1026.2032
Zone_A,2025-05-23 17:37:12.259652,6.4212,411.7365,51.7758,0.001,41.9711,97.0498,230.4616,90.4,IV,0.49,25.0,0,62.131,59.5422,67.3086
Zone_D,2025-05-22 14:37:12.259652,0.4858,412.7249,51.5536,0.0005,42.0719,88.5961,243.7502,158.4,II,0.22,18.0,0,61.8644,59.2867,67.0197
Zone_D,2025-05-20 23:37:12.259652,1.8092,422.187,49.5003,0.0182,43.0364,104.5529,245.6445,158.4,II,0.22,18.0,0,59.4003,56.9253,64.3504
Zone_A,2025-04-13 22:37:12.259652,1.991,320.3385,4.5831,0.0012,32.6543,108.0626,165.0204,90.4,IV,0.49,25.0,0,5.4998,5.2706,5.9581
Zone_C,2025-06-08 23:37:12.259652,11.6521,1735.3179,88.1942,0.0011,176.8928,583.4294,1450.8152,123.0,II,0.19,15.8,0,105.8331,101.4234,114.6525
Zone_D,2025-06-27 22:37:12.259652,12.2197,2339.9953,214.2994,0.012,238.5316,554.0856,1353.0855,158.4,II,0.22,18.0,0,257.1593,246.4444,278.5893
Zone_B,2025-06-19 03:37:12.259652,8.823,2251.3971,154.0446,0.0001,229.5002,601.2037,1352.3716,97.1,IV,0.48,21.4,0,184.8536,177.1513,200.258
Zone_C,2025-06-27 00:37:12.259652,10.0943,2334.8547,204.5437,0.0106,238.0076,610.9898,1337.2786,123.0,II,0.19,15.8,0,245.4524,235.2253,265.9068
Zone_C,2025-04-28 22:37:12.259652,0.0,385.8559,19.4185,0.0185,39.3329,114.543,220.0952,123.0,II,0.19,15.8,0,23.3022,22.3312,25.244
Zone_A,2025-07-12 08:37:12.259652,11.7741,2521.4304,312.1164,0.0004,257.0265,656.4849,1420.9219,90.4,IV,0.49,25.0,0,374.5397,358.9339,405.7514
Zone_B,2025-05-31 17:37:12.259652,0.4209,403.3659,62.9239,0.0002,41.1178,85.4555,221.3434,97.1,IV,0.48,21.4,0,75.5087,72.3625,81.8011
Zone_A,2025-09-20 22:37:12.259652,12.3759,2545.0714,827.7142,0.0,259.4364,632.6515,1435.7054,90.4,IV,0.49,25.0,0,993.2571,951.8714,1076.0285
Zone_C,2025-06-08 04:37:12.259652,10.1109,1690.1016,84.0869,0.0,172.2836,628.2191,1457.3417,123.0,II,0.19,15.8,0,100.9042,96.6999,109.3129
Zone_A,2025-07-22 09:37:12.259652,9.8145,2456.6688,386.9697,0.0084,250.425,578.4368,1395.6187,90.4,IV,0.49,25.0,0,464.3636,445.0151,503.0606
Zone_A,2025-06-26 06:37:12.259652,3.2979,2255.6536,197.9393,0.0012,229.9341,579.063,1243.4897,90.4,IV,0.49,25.0,0,237.5272,227.6302,257.3211
Zone_A,2025-06-15 12:37:12.259652,4.9349,2089.8012,126.5549,0.0011,213.0276,610.4822,1381.8218,90.4,IV,0.49,25.0,0,151.8659,145.5381,164.5214
Zone_D,2025-06-25 01:37:12.259652,3.4333,2365.6734,193.6343,0.0224,241.1492,587.9858,1359.3006,158.4,II,0.22,18.0,0,232.3612,222.6795,251.7246
Zone_C,2025-06-13 11:37:12.259652,10.4047,2066.2509,114.2215,0.0009,210.627,602.9971,1383.2007,123.0,II,0.19,15.8,0,137.0658,131.3547,148.488
Zone_D,2025-04-24 14:37:12.259652,3.2168,394.4786,15.4717,0.0001,40.2119,111.6471,228.4393,158.4,II,0.22,18.0,0,18.5661,17.7925,20.1132
Zone_B,2025-07-01 12:37:12.259652,10.2021,2422.2286,241.6955,0.0013,246.9142,583.4928,1384.8581,97.1,IV,0.48,21.4,0,290.0346,277.9498,314.2042
Zone_C,2025-06-23 20:37:12.259652,2.5056,2242.5186,182.9014,0.0006,228.5952,523.1964,1301.7979,123.0,II,0.19,15.8,0,219.4817,210.3367,237.7719
Zone_D,2025-09-18 06:37:12.259652,6.8964,2328.2835,810.8371,0.0018,237.3378,580.8894,1314.1775,158.4,II,0.22,18.0,0,973.0046,932.4627,1054.0883
Zone_B,2025-04-09 19:37:12.259652,0.0,222.9652,0.9124,0.0015,22.7284,31.3038,31.3038,97.1,IV,0.48,21.4,0,1.0948,1.0492,1.1861
Zone_D,2025-04-16 22:37:12.259652,3.4162,340.4635,7.1551,0.0098,34.7058,111.2949,237.2047,158.4,II,0.22,18.0,0,8.5861,8.2284,9.3016
Zone_A,2025-09-29 06:37:12.259652,6.401,2423.2894,889.8198,0.0007,247.0224,556.5086,1309.4263,90.4,IV,0.49,25.0,0,1067.7837,1023.2927,1156.7657
Zone_C,2025-05-04 11:37:12.259652,1.7474,374.6752,25.7946,0.0026,38.1932,93.7827,215.155,123.0,II,0.19,15.8,0,30.9535,29.6637,33.5329
Zone_B,2025-04-17 01:37:12.259652,1.0991,336.8892,7.5635,0.0149,34.3414,92.4573,238.9137,97.1,IV,0.48,21.4,0,9.0763,8.6981,9.8326
Zone_B,2025-09-20 04:37:12.259652,8.7589,2655.6442,840.406,0.0001,270.7079,712.753,1535.1876,97.1,IV,0.48,21.4,0,1008.4872,966.4669,1092.5278
Zone_D,2025-08-25 03:37:12.259652,15.4558,2428.0559,643.1676,0.0027,247.5083,598.0773,1345.3433,158.4,II,0.22,18.0,0,771.8011,739.6427,836.1178
Zone_D,2025-06-28 08:37:12.259652,11.7588,2347.298,217.2383,0.002,239.276,540.9943,1356.2871,158.4,II,0.22,18.0,0,260.686,249.8241,282.4098
Zone_D,2025-06-07 01:37:12.259652,6.5078,1489.2148,82.2989,0.008,151.8058,569.4217,1243.5592,158.4,II,0.22,18.0,0,98.7587,94.6438,106.9886
Zone_A,2025-05-21 00:37:12.259652,1.8539,409.7939,48.3317,0.0005,41.7731,97.469,236.8744,90.4,IV,0.49,25.0,0,57.9981,55.5815,62.8312
Zone_B,2025-09-22 03:37:12.259652,4.3927,2580.8964,855.786,0.0057,263.0883,620.3091,1517.3047,97.1,IV,0.48,21.4,0,1026.9432,984.1539,1112.5218
Zone_B,2025-09-29 00:37:12.259652,2.7277,2451.6817,907.3717,0.0062,249.9166,584.7339,1325.0671,97.1,IV,0.48,21.4,0,1088.8461,1043.4775,1179.5832
Zone_B,2025-06-02 13:37:12.259652,6.0328,747.6661,66.213,0.0171,76.2147,343.5823,469.9697,97.1,IV,0.48,21.4,0,79.4556,76.1449,86.0769
Zone_A,2025-04-29 08:37:12.259652,3.653,385.865,21.4518,0.0,39.3338,98.5231,208.1341,90.4,IV,0.49,25.0,0,25.7421,24.6695,27.8873
Zone_C,2025-05-12 16:37:12.259652,0.0,374.9739,35.146,0.0044,38.2236,83.3501,210.9376,123.0,II,0.19,15.8,0,42.1753,40.418,45.6899
Zone_A,2025-07-31 07:37:12.259652,13.6384,2428.6305,453.1354,0.0021,247.5668,551.2896,1327.1877,90.4,IV,0.49,25.0,0,543.7625,521.1057,589.076
Zone_B,2025-07-24 09:37:12.259652,8.0194,2376.6746,410.78,0.0005,242.2706,500.3428,1331.4802,97.1,IV,0.48,21.4,0,492.936,472.397,534.014
Zone_B,2025-07-27 09:37:12.259652,13.6715,2419.0087,432.3895,0.0034,246.586,602.7427,1311.5303,97.1,IV,0.48,21.4,0,518.8674,497.2479,562.1063
Zone_B,2025-08-12 06:37:12.259652,16.896,2493.9883,548.2824,0.0066,254.2292,616.5043,1417.1217,97.1,IV,0.48,21.4,0,657.9389,630.5248,712.7671
Zone_C,2025-06-13 02:37:12.259652,9.964,2032.9429,111.9038,0.0236,207.2317,589.47,1385.5695,123.0,II,0.19,15.8,0,134.2845,128.6893,145.4749
Zone_B,2025-06-17 00:37:12.259652,11.2083,2111.1811,140.2075,0.0021,215.207,470.7904,1306.646,97.1,IV,0.48,21.4,0,168.249,161.2386,182.2698
Zone_D,2025-07-14 15:37:12.259652,6.4651,2409.7952,336.0659,0.0015,245.6468,579.4223,1350.1676,158.4,II,0.22,18.0,0,403.279,386.4757,436.8856
Zone_B,2025-08-26 15:37:12.259652,10.7354,2548.8347,656.2833,0.0174,259.8201,636.8813,1466.569,97.1,IV,0.48,21.4,0,787.54,754.7258,853.1683
Zone_A,2025-08-17 07:37:12.259652,2.0045,2340.2123,574.1297,0.0002,238.5538,560.8943,1304.5443,90.4,IV,0.49,25.0,0,688.9556,660.2491,746.3686
Zone_A,2025-09-21 17:37:12.259652,6.4353,2577.568,833.822,0.0098,262.749,650.0046,1472.6179,90.4,IV,0.49,25.0,0,1000.5864,958.8953,1083.9686
Zone_D,2025-07-05 20:37:12.259652,2.6263,2437.3402,271.8627,0.0052,248.4547,574.1192,1394.6867,158.4,II,0.22,18.0,0,326.2352,312.6421,353.4215
Zone_A,2025-09-28 20:37:12.259652,8.3659,2428.1846,886.7831,0.0491,247.5214,547.8001,1296.1027,90.4,IV,0.49,25.0,0,1064.1397,1019.8006,1152.818
Zone_C,2025-07-23 21:37:12.259652,1.7791,2355.415,398.7875,0.0082,240.1035,573.471,1321.4464,123.0,II,0.19,15.8,0,478.545,458.6056,518.4237
Zone_D,2025-06-29 10:37:12.259652,6.7595,2371.9094,224.9617,0.0031,241.7849,540.3788,1371.1011,158.4,II,0.22,18.0,0,269.9541,258.706,292.4502
Zone_C,2025-06-28 04:37:12.259652,6.4685,2368.3069,212.8251,0.004,241.4176,628.8822,1353.9639,123.0,II,0.19,15.8,0,255.3901,244.7489,276.6726
Zone_D,2025-04-10 20:37:12.259652,0.0971,234.1902,1.6027,0.0013,23.8726,79.7507,79.7507,158.4,II,0.22,18.0,0,1.9232,1.8431,2.0835
Zone_C,2025-07-10 13:37:12.259652,2.3533,2471.3069,303.5482,0.0006,251.9171,607.3729,1371.1046,123.0,II,0.19,15.8,0,364.2578,349.0804,394.6126
Zone_B,2025-05-16 16:37:12.259652,0.0,449.5796,43.4417,0.0034,45.8287,132.4955,267.0429,97.1,IV,0.48,21.4,0,52.1301,49.958,56.4743
Zone_B,2025-05-05 02:37:12.259652,0.0,400.8568,28.9717,0.0039,40.8621,95.6053,224.5366,97.1,IV,0.48,21.4,0,34.766,33.3175,37.6632
Zone_D,2025-06-20 00:37:12.259652,1.2733,2293.4187,158.3854,0.0,233.7838,638.757,1442.5836,158.4,II,0.22,18.0,0,190.0625,182.1432,205.901
Zone_D,2025-07-12 13:37:12.259652,8.2875,2431.6916,320.8988,0.0001,247.8789,600.5955,1364.0962,158.4,II,0.22,18.0,0,385.0785,369.0336,417.1684
Zone_C,2025-04-16 05:37:12.259652,0.0,308.4555,5.6894,0.0057,31.443,91.5759,235.3176,123.0,II,0.19,15.8,0,6.8272,6.5428,7.3962
Zone_A,2025-08-30 12:37:12.259652,12.3312,2418.9379,669.6697,0.0,246.5788,593.399,1336.2397,90.4,IV,0.49,25.0,0,803.6036,770.1201,870.5706
Zone_B,2025-09-13 23:37:12.259652,5.709,2497.7255,793.2881,0.0039,254.6101,619.2717,1365.8272,97.1,IV,0.48,21.4,0,951.9458,912.2814,1031.2746
Zone_B,2025-09-04 02:37:12.259652,19.8786,2515.0474,719.9585,0.008,256.3759,620.5093,1403.0584,97.1,IV,0.48,21.4,0,863.9502,827.9523,935.946
Zone_B,2025-06-20 05:37:12.259652,11.6943,2272.8019,161.3683,0.0096,231.6822,629.349,1321.3868,97.1,IV,0.48,21.4,0,193.642,185.5736,209.7788
Zone_B,2025-07-01 00:37:12.259652,4.6018,2429.2487,238.0406,0.0004,247.6298,607.2149,1394.6859,97.1,IV,0.48,21.4,0,285.6487,273.7467,309.4528
Zone_B,2025-09-09 23:37:12.259652,2.8463,2439.4751,764.0671,0.0029,248.6723,549.9625,1357.5421,97.1,IV,0.48,21.4,0,916.8805,878.6772,993.2873
Zone_B,2025-09-08 10:37:12.259652,10.8044,2507.8714,752.5633,0.003,255.6444,599.941,1416.214,97.1,IV,0.48,21.4,0,903.076,865.4478,978.3323
Zone_B,2025-07-02 17:37:12.259652,13.3769,2445.1179,250.6072,0.0018,249.2475,567.344,1392.2801,97.1,IV,0.48,21.4,0,300.7286,288.1983,325.7893
Zone_B,2025-05-14 02:37:12.259652,1.9198,407.5923,40.0297,0.0014,41.5487,96.3247,228.1225,97.1,IV,0.48,21.4,0,48.0356,46.0341,52.0386
Zone_A,2025-04-18 23:37:12.259652,2.1254,352.3162,9.9352,0.0028,35.914,85.4411,236.0915,90.4,IV,0.49,25.0,0,11.9222,11.4255,12.9158
Zone_D,2025-07-25 13:37:12.259652,13.3922,2473.6168,417.2317,0.0024,252.1526,538.0157,1445.0946,158.4,II,0.22,18.0,0,500.6781,479.8165,542.4013
Zone_D,2025-09-10 07:37:12.259652,2.0013,2279.9124,755.8646,0.0011,232.407,527.9048,1270.3685,158.4,II,0.22,18.0,0,907.0375,869.2443,982.624
Zone_C,2025-04-27 09:37:12.259652,0.0,366.1734,17.6234,0.0032,37.3265,88.7471,213.2968,123.0,II,0.19,15.8,0,21.1481,20.2669,22.9104
Zone_B,2025-04-26 09:37:12.259652,0.0,411.2853,18.1695,0.0007,41.9251,103.3731,253.2968,97.1,IV,0.48,21.4,0,21.8034,20.8949,23.6203
Zone_D,2025-09-09 11:37:12.259652,0.3874,2251.7017,750.1514,0.0008,229.5313,514.5181,1241.5648,158.4,II,0.22,18.0,0,900.1817,862.6741,975.1968
Zone_D,2025-04-25 10:37:12.259652,1.8642,405.3607,16.4784,0.0086,41.3212,129.4805,234.0754,158.4,II,0.22,18.0,0,19.7741,18.9502,21.4219
Zone_D,2025-06-19 21:37:12.259652,2.3394,2304.6205,157.5196,0.2039,234.9256,666.4016,1455.0102,158.4,II,0.22,18.0,0,189.0235,181.1475,204.7755
Zone_D,2025-08-15 17:37:12.259652,5.8974,2484.3367,573.8898,0.0073,253.2453,591.7609,1404.0155,158.4,II,0.22,18.0,0,688.6678,659.9733,746.0568
Zone_A,2025-08-08 00:37:12.259652,4.7006,2374.8181,508.677,0.0001,242.0814,584.5723,1326.5341,90.4,IV,0.49,25.0,0,610.4123,584.9785,661.28
Zone_A,2025-08-01 12:37:12.259652,0.0,2385.0532,461.8158,0.017,243.1247,546.4779,1310.5121,90.4,IV,0.49,25.0,0,554.179,531.0882,600.3606
Zone_A,2025-05-31 00:37:12.259652,0.0,390.3708,60.7878,0.0007,39.7931,85.4296,206.8626,90.4,IV,0.49,25.0,0,72.9453,69.9059,79.0241
Zone_C,2025-08-04 23:37:12.259652,16.7377,2406.7301,486.3157,0.0005,245.3344,547.9097,1365.5215,123.0,II,0.19,15.8,0,583.5788,559.263,632.2104
Zone_D,2025-07-06 01:37:12.259652,12.3995,2453.7885,273.396,0.0032,250.1313,582.4857,1414.3757,158.4,II,0.22,18.0,0,328.0751,314.4053,355.4147
Zone_D,2025-06-03 11:37:12.259652,12.1668,988.5058,68.823,0.0262,100.7651,541.8821,671.5256,158.4,II,0.22,18.0,0,82.5876,79.1465,89.4699
Zone_D,2025-05-10 00:37:12.259652,0.0,410.0896,35.7107,0.0,41.8032,88.3824,208.8947,158.4,II,0.22,18.0,0,42.8528,41.0673,46.4239
